country,year,nitrous_oxide,agricultural_land,greenhouse_gas_emissions,irrigated_land,population_growth,urban_population,GDP,forest_area
Russian Federation,2010,,13.1584362579663,,,,,,
Russian Federation,2009,,13.1584362579663,,,,,,
Russian Federation,2008,,13.1584362579663,,,,,,
Russian Federation,2007,,13.1558444571717,,,,,,
Russian Federation,2006,,13.1573709193088,,,,,,
Russian Federation,2005,,13.1661598924145,,,,,,
Russian Federation,2004,,13.1846021330511,,,,,,
Russian Federation,2003,,13.2029341345878,,,,,,
Russian Federation,2002,,13.2257977869402,,,,,,
Russian Federation,2001,,13.2390216624218,,,,,,
Russian Federation,2000,,13.2566688683588,,,,,,
Russian Federation,1999,,13.2281702241387,,,,,,
Russian Federation,1998,,13.2643318906314,,,,,,
Russian Federation,1997,,13.3093386817595,,,,,,
Russian Federation,1996,,13.1952331059546,,,,,,
Russian Federation,1995,,13.2125399459531,,,,,,
Russian Federation,1994,,13.2901907232197,,,,,,
Russian Federation,1993,,13.3524103848487,,,,,,
Russian Federation,1992,,13.5223719413421,,,,,,
Russian Federation,1991,,13.5223719413421,,,,,,
Russian Federation,1990,,13.5223719413421,,,,,,
Turkiye,2020,,49.0651351948339,,,,,,
Turkiye,2019,,49.0053662149344,,,,,,
Turkiye,2018,,49.1171082208334,,,,,,
Turkiye,2017,,49.3275989761314,,,,,,
Turkiye,2016,,49.8005535127269,,,,,,
Turkiye,2015,,50.0903031326741,,,,,,
Turkiye,2014,,50.0942011096241,,,,,,
Turkiye,2013,,49.9239894494757,,,,,,
Turkiye,2012,,49.9032002390759,,,,,,
Turkiye,2011,,49.6953081350779,,,,,,
Turkiye,2010,,50.6892922573184,,,,,,
Turkiye,2009,,50.5580603666697,,,,,,
Turkiye,2008,,50.8322180788171,,,,,,
Turkiye,2007,,51.3298598027624,,,,,,
Turkiye,2006,,52.6135935449502,,,,,,
Turkiye,2005,,53.5621012694412,,,,,,
Turkiye,2004,,53.5452100359913,,,,,,
Turkiye,2003,,52.8097917180983,,,,,,
Turkiye,2002,,53.5270194768915,,,,,,
Turkiye,2001,,53.2307732286943,,,,,,
Turkiye,2000,,52.5954029858503,,,,,,
Turkiye,1999,,52.3654223458025,,,,,,
Turkiye,1998,,51.8677806218572,,,,,,
Turkiye,1997,,50.9881371568156,,,,,,
Turkiye,1996,,51.1466548861141,,,,,,
Turkiye,1995,,51.3142678949625,,,,,,
Turkiye,1994,,52.1666255213544,,,,,,
Turkiye,1993,,51.8599846679573,,,,,,
Turkiye,1992,,51.8482907371074,,,,,,
Turkiye,1991,,52.0600808180554,,,,,,
Turkiye,1990,,51.5533438145603,,,,,,
United States,2020,,44.363367353855,,,,,,
United States,2019,,44.363367353855,,,,,,
United States,2018,,44.363367353855,,,,,,
United States,2017,,44.363367353855,,,,,,
United States,2016,,44.3037053070702,,,,,,
United States,2015,,44.2440272776368,,,,,,
United States,2014,,44.1843601802475,,,,,,
United States,2013,,44.1246821508141,,,,,,
United States,2012,,44.0649990707762,,,,,,
United States,2011,,44.2787583821449,,,,,,
United States,2010,,44.4925126429091,,,,,,
United States,2009,,44.7062669036734,,,,,,
United States,2008,,44.9200211644376,,,,,,
United States,2007,,45.0623450106528,,,,,,
United States,2006,,45.0668418846705,,,,,,
United States,2005,,45.0712950997171,,,,,,
United States,2004,,45.0758028884775,,,,,,
United States,2003,,45.0803215919807,,,,,,
United States,2002,,45.0848730397122,,,,,,
United States,2001,,45.2900702036254,,,,,,
United States,2000,,45.2305848555761,,,,,,
United States,1999,,45.1893009686689,,,,,,
United States,1998,,45.2658380427472,,,,,,
United States,1997,,45.2982653052312,,,,,,
United States,1996,,45.4534139247251,,,,,,
United States,1995,,45.8719112213614,,,,,,
United States,1994,,45.9810939233275,,,,,,
United States,1993,,46.1786054311843,,,,,,
United States,1992,,46.4494877147624,,,,,,
United States,1991,,46.615336239049,,,,,,
United States,1990,,46.615336239049,,,,,,
Brazil,2020,,,,,,,,
Brazil,2019,,,1057260.00976563,,,,,
Brazil,2018,,,1046579.95605469,,,,,
Brazil,2017,,,1079310.05859375,,,,,
Brazil,2016,,,1063569.94628906,,,,,
Brazil,2015,,,1095300.04882813,,,,,
Brazil,2014,,,1118099.97558594,,,,,
Brazil,2013,,,1080709.9609375,,,,,
Brazil,2012,,,1049939.94140625,,,,,
Brazil,2011,,,1010710.02197266,,,,,
Brazil,2010,,,991489.990234375,,,,,
Brazil,2009,,,905869.995117188,,,,,
Brazil,2008,,,929710.021972656,,,,,
Brazil,2007,,,914650.024414063,,,,,
Brazil,2006,,,890570.007324219,,,,,
Brazil,2005,,,891000.0,,,,,
Brazil,2004,,,880979.98046875,,,,,
Brazil,2003,,,835739.990234375,,,,,
Brazil,2002,,,820650.024414063,,,,,
Brazil,2001,,,792380.004882813,,,,,
Brazil,2000,,,767750.0,,,,,
Brazil,1999,,,748830.017089844,,,,,
Brazil,1998,,,732049.987792969,,,,,
Brazil,1997,,,708070.007324219,,,,,
Brazil,1996,,,679289.978027344,,,,,
Brazil,1995,,,676200.012207031,,,,,
Brazil,1994,,,649590.026855469,,,,,
Brazil,1993,,,632780.029296875,,,,,
Brazil,1992,,,621450.012207031,,,,,
Brazil,1991,,,611489.990234375,,,,,
Brazil,1990,,,590340.0,,,,,
China,2020,,,,,,,,
China,2019,,,12705089.84375,,,,,
China,2018,,,12471089.84375,,,,,
China,2017,,,12035269.53125,,,,,
China,2016,,,11800830.078125,,,,,
China,2015,,,11818469.7265625,,,,,
China,2014,,,11938030.2734375,,,,,
China,2013,,,11878030.2734375,,,,,
China,2012,,,11385459.9609375,,,,,
China,2011,,,11098190.4296875,,,,,
China,2010,,,10218509.765625,,,,,
China,2009,,,9386580.078125,,,,,
China,2008,,,8810969.7265625,,,,,
China,2007,,,8555799.8046875,,,,,
China,2006,,,7946140.13671875,,,,,
China,2005,,,7266529.78515625,,,,,
China,2004,,,6503950.1953125,,,,,
China,2003,,,5718040.0390625,,,,,
China,2002,,,5068779.78515625,,,,,
China,2001,,,4761560.05859375,,,,,
China,2000,,,4568810.05859375,,,,,
China,1999,,,4376500.0,,,,,
China,1998,,,4443770.01953125,,,,,
China,1997,,,4325689.94140625,,,,,
China,1996,,,4330229.98046875,,,,,
China,1995,,,4309240.234375,,,,,
China,1994,,,3905929.93164063,,,,,
China,1993,,,3746360.10742188,,,,,
China,1992,,,3516610.10742188,,,,,
China,1991,,,3387709.9609375,,,,,
China,1990,,,3240290.0,,,,,
Germany,2020,,,,,,,,
Germany,2019,,,749710.021972656,,,,,
Germany,2018,,,800960.021972656,,,,,
Germany,2017,,,829679.992675781,,,,,
Germany,2016,,,846940.002441406,,,,,
Germany,2015,,,843880.004882813,,,,,
Germany,2014,,,839190.002441406,,,,,
Germany,2013,,,880049.987792969,,,,,
Germany,2012,,,863679.992675781,,,,,
Germany,2011,,,850460.021972656,,,,,
Germany,2010,,,880159.973144531,,,,,
Germany,2009,,,849690.002441406,,,,,
Germany,2008,,,906159.973144531,,,,,
Germany,2007,,,903289.978027344,,,,,
Germany,2006,,,931729.98046875,,,,,
Germany,2005,,,922929.992675781,,,,,
Germany,2004,,,944900.024414063,,,,,
Germany,2003,,,961380.004882813,,,,,
Germany,2002,,,960150.024414063,,,,,
Germany,2001,,,976270.01953125,,,,,
Germany,2000,,,957530.029296875,,,,,
Germany,1999,,,965059.997558594,,,,,
Germany,1998,,,1002900.02441406,,,,,
Germany,1997,,,1025930.05371094,,,,,
Germany,1996,,,1063069.94628906,,,,,
Germany,1995,,,1032959.9609375,,,,,
Germany,1994,,,1037319.94628906,,,,,
Germany,1993,,,1046880.00488281,,,,,
Germany,1992,,,1055380.00488281,,,,,
Germany,1991,,,1100760.00976563,,,,,
Germany,1990,,,1128090.0,,,,,
France,2020,,,,,,,,
France,2019,,,414040.008544922,,,,,
France,2018,,,422739.990234375,,,,,
France,2017,,,436179.992675781,,,,,
France,2016,,,433600.006103516,,,,,
France,2015,,,433220.001220703,,,,,
France,2014,,,427769.989013672,,,,,
France,2013,,,461269.989013672,,,,,
France,2012,,,460299.987792969,,,,,
France,2011,,,456720.001220703,,,,,
France,2010,,,472619.995117188,,,,,
France,2009,,,468660.003662109,,,,,
France,2008,,,486459.991455078,,,,,
France,2007,,,492480.010986328,,,,,
France,2006,,,499200.012207031,,,,,
France,2005,,,509040.008544922,,,,,
France,2004,,,507750.0,,,,,
France,2003,,,509459.991455078,,,,,
France,2002,,,504279.998779297,,,,,
France,2001,,,511209.991455078,,,,,
France,2000,,,506029.998779297,,,,,
France,1999,,,507640.014648438,,,,,
France,1998,,,516820.007324219,,,,,
France,1997,,,500769.989013672,,,,,
France,1996,,,510100.006103516,,,,,
France,1995,,,490359.985351563,,,,,
France,1994,,,481649.993896484,,,,,
France,1993,,,487350.006103516,,,,,
France,1992,,,506339.996337891,,,,,
France,1991,,,520919.982910156,,,,,
France,1990,,,495850.0,,,,,
Japan,2020,,,,,,,,
Japan,2019,,,1166510.00976563,,,,,
Japan,2018,,,1204369.99511719,,,,,
Japan,2017,,,1246640.01464844,,,,,
Japan,2016,,,1261869.99511719,,,,,
Japan,2015,,,1270469.97070313,,,,,
Japan,2014,,,1305829.95605469,,,,,
Japan,2013,,,1348189.94140625,,,,,
Japan,2012,,,1336089.96582031,,,,,
Japan,2011,,,1293439.94140625,,,,,
Japan,2010,,,1234729.98046875,,,,,
Japan,2009,,,1176709.9609375,,,,,
Japan,2008,,,1235209.9609375,,,,,
Japan,2007,,,1302140.01464844,,,,,
Japan,2006,,,1266300.04882813,,,,,
Japan,2005,,,1287650.02441406,,,,,
Japan,2004,,,1286310.05859375,,,,,
Japan,2003,,,1294589.96582031,,,,,
Japan,2002,,,1286689.94140625,,,,,
Japan,2001,,,1254130.00488281,,,,,
Japan,2000,,,1276560.05859375,,,,,
Japan,1999,,,1259829.95605469,,,,,
Japan,1998,,,1233530.02929688,,,,,
Japan,1997,,,1279890.01464844,,,,,
Japan,1996,,,1291859.98535156,,,,,
Japan,1995,,,1277000.0,,,,,
Japan,1994,,,1261680.05371094,,,,,
Japan,1993,,,1203900.02441406,,,,,
Japan,1992,,,1210479.98046875,,,,,
Japan,1991,,,1197369.99511719,,,,,
Japan,1990,,,1181920.0,,,,,
Sri Lanka,2020,,,,,,,,
Sri Lanka,2019,,,35990.0016784668,,,,,
Sri Lanka,2018,,,33689.998626709,,,,,
Sri Lanka,2017,,,34470.0012207031,,,,,
Sri Lanka,2016,,,33869.9989318848,,,,,
Sri Lanka,2015,,,33279.9987792969,,,,,
Sri Lanka,2014,,,29379.9991607666,,,,,
Sri Lanka,2013,,,26590.0001525879,,,,,
Sri Lanka,2012,,,29120.0008392334,,,,,
Sri Lanka,2011,,,27569.9996948242,,,,,
Sri Lanka,2010,,,24770.0004577637,,,,,
Sri Lanka,2009,,,23510.0002288818,,,,,
Sri Lanka,2008,,,24340.0001525879,,,,,
Sri Lanka,2007,,,24079.9999237061,,,,,
Sri Lanka,2006,,,23139.9993896484,,,,,
Sri Lanka,2005,,,24719.9993133545,,,,,
Sri Lanka,2004,,,22780.0006866455,,,,,
Sri Lanka,2003,,,22620.0008392334,,,,,
Sri Lanka,2002,,,21450.0007629395,,,,,
Sri Lanka,2001,,,20559.9994659424,,,,,
Sri Lanka,2000,,,20809.9994659424,,,,,
Sri Lanka,1999,,,21530.0006866455,,,,,
Sri Lanka,1998,,,22129.9991607666,,,,,
Sri Lanka,1997,,,24629.9991607666,,,,,
Sri Lanka,1996,,,26590.0001525879,,,,,
Sri Lanka,1995,,,26719.9993133545,,,,,
Sri Lanka,1994,,,26600.0003814697,,,,,
Sri Lanka,1993,,,25819.9996948242,,,,,
Sri Lanka,1992,,,25510.0002288818,,,,,
Sri Lanka,1991,,,23739.9997711182,,,,,
Sri Lanka,1990,,,23900.0,,,,,
Mexico,2020,,,,,,,,
Mexico,2019,,,653869.995117188,,,,,
Mexico,2018,,,654250.0,,,,,
Mexico,2017,,,671599.975585938,,,,,
Mexico,2016,,,674000.0,,,,,
Mexico,2015,,,667049.987792969,,,,,
Mexico,2014,,,649409.973144531,,,,,
Mexico,2013,,,658479.98046875,,,,,
Mexico,2012,,,672119.995117188,,,,,
Mexico,2011,,,662969.970703125,,,,,
Mexico,2010,,,642909.973144531,,,,,
Mexico,2009,,,625070.007324219,,,,,
Mexico,2008,,,634570.007324219,,,,,
Mexico,2007,,,630469.970703125,,,,,
Mexico,2006,,,618010.009765625,,,,,
Mexico,2005,,,597109.985351563,,,,,
Mexico,2004,,,574619.995117188,,,,,
Mexico,2003,,,562960.021972656,,,,,
Mexico,2002,,,539090.026855469,,,,,
Mexico,2001,,,530799.987792969,,,,,
Mexico,2000,,,530239.990234375,,,,,
Mexico,1999,,,503029.998779297,,,,,
Mexico,1998,,,513919.982910156,,,,,
Mexico,1997,,,488980.010986328,,,,,
Mexico,1996,,,466070.007324219,,,,,
Mexico,1995,,,446880.004882813,,,,,
Mexico,1994,,,467339.996337891,,,,,
Mexico,1993,,,440750.0,,,,,
Mexico,1992,,,423429.992675781,,,,,
Mexico,1991,,,420500.0,,,,,
Mexico,1990,,,401750.0,,,,,
Netherlands,2020,,,,,,,,
Netherlands,2019,,,172229.995727539,,,,,
Netherlands,2018,,,177259.994506836,,,,,
Netherlands,2017,,,183350.006103516,,,,,
Netherlands,2016,,,187339.996337891,,,,,
Netherlands,2015,,,186449.996948242,,,,,
Netherlands,2014,,,178190.002441406,,,,,
Netherlands,2013,,,185389.999389648,,,,,
Netherlands,2012,,,185720.001220703,,,,,
Netherlands,2011,,,187339.996337891,,,,,
Netherlands,2010,,,200509.994506836,,,,,
Netherlands,2009,,,189850.006103516,,,,,
Netherlands,2008,,,194929.992675781,,,,,
Netherlands,2007,,,197600.006103516,,,,,
Netherlands,2006,,,198110.000610352,,,,,
Netherlands,2005,,,202759.994506836,,,,,
Netherlands,2004,,,208529.998779297,,,,,
Netherlands,2003,,,206779.998779297,,,,,
Netherlands,2002,,,206830.001831055,,,,,
Netherlands,2001,,,207000.0,,,,,
Netherlands,2000,,,205960.006713867,,,,,
Netherlands,1999,,,207940.002441406,,,,,
Netherlands,1998,,,220220.001220703,,,,,
Netherlands,1997,,,220009.994506836,,,,,
Netherlands,1996,,,228059.997558594,,,,,
Netherlands,1995,,,217199.996948242,,,,,
Netherlands,1994,,,211979.995727539,,,,,
Netherlands,1993,,,212339.996337891,,,,,
Netherlands,1992,,,207000.0,,,,,
Netherlands,1991,,,207660.003662109,,,,,
Netherlands,1990,,,202340.0,,,,,
Pakistan,2020,,,,,,,,
Pakistan,2019,,,432500.0,,,,,
Pakistan,2018,,,421619.995117188,,,,,
Pakistan,2017,,,425920.013427734,,,,,
Pakistan,2016,,,399109.985351563,,,,,
Pakistan,2015,,,374510.009765625,,,,,
Pakistan,2014,,,360109.985351563,,,,,
Pakistan,2013,,,346880.004882813,,,,,
Pakistan,2012,,,335269.989013672,,,,,
Pakistan,2011,,,331209.991455078,,,,,
Pakistan,2010,,,322350.006103516,,,,,
Pakistan,2009,,,328279.998779297,,,,,
Pakistan,2008,,,317670.013427734,,,,,
Pakistan,2007,,,315220.001220703,,,,,
Pakistan,2006,,,297760.009765625,,,,,
Pakistan,2005,,,278290.008544922,,,,,
Pakistan,2004,,,269649.993896484,,,,,
Pakistan,2003,,,251929.992675781,,,,,
Pakistan,2002,,,242589.996337891,,,,,
Pakistan,2001,,,236220.001220703,,,,,
Pakistan,2000,,,232809.997558594,,,,,
Pakistan,1999,,,230500.0,,,,,
Pakistan,1998,,,217490.005493164,,,,,
Pakistan,1997,,,213710.006713867,,,,,
Pakistan,1996,,,207029.998779297,,,,,
Pakistan,1995,,,199940.002441406,,,,,
Pakistan,1994,,,189169.998168945,,,,,
Pakistan,1993,,,182539.993286133,,,,,
Pakistan,1992,,,172789.993286133,,,,,
Pakistan,1991,,,163210.006713867,,,,,
Pakistan,1990,,,159850.0,,,,,
Russian Federation,2020,,,,,,,,
Russian Federation,2019,,,2476840.08789063,,,,,
Russian Federation,2018,,,2419469.97070313,,,,,
Russian Federation,2017,,,2324570.06835938,,,,,
Russian Federation,2016,,,2285750.0,,,,,
Russian Federation,2015,,,2287290.0390625,,,,,
Russian Federation,2014,,,2302340.08789063,,,,,
Russian Federation,2013,,,2317629.8828125,,,,,
Russian Federation,2012,,,2354330.078125,,,,,
Russian Federation,2011,,,2375290.0390625,,,,,
Russian Federation,2010,,,2285030.02929688,,,,,
Russian Federation,2009,,,2191800.04882813,,,,,
Russian Federation,2008,,,2327750.0,,,,,
Russian Federation,2007,,,2325780.02929688,,,,,
Russian Federation,2006,,,2316550.04882813,,,,,
Russian Federation,2005,,,2278879.8828125,,,,,
Russian Federation,2004,,,2252260.00976563,,,,,
Russian Federation,2003,,,2259719.97070313,,,,,
Russian Federation,2002,,,2186659.91210938,,,,,
Russian Federation,2001,,,2188879.8828125,,,,,
Russian Federation,2000,,,2176120.1171875,,,,,
Russian Federation,1999,,,2124199.95117188,,,,,
Russian Federation,1998,,,2085050.04882813,,,,,
Russian Federation,1997,,,2090159.91210938,,,,,
Russian Federation,1996,,,2229070.06835938,,,,,
Russian Federation,1995,,,2285600.09765625,,,,,
Russian Federation,1994,,,2363090.08789063,,,,,
Russian Federation,1993,,,2601070.06835938,,,,,
Russian Federation,1992,,,2795389.89257813,,,,,
Russian Federation,1991,,,2951939.94140625,,,,,
Russian Federation,1990,,,3015020.0,,,,,
Turkiye,2020,,,,,,,,
Turkiye,2019,,,488470.001220703,,,,,
Turkiye,2018,,,499290.008544922,,,,,
Turkiye,2017,,,500910.003662109,,,,,
Turkiye,2016,,,459000.0,,,,,
Turkiye,2015,,,432040.008544922,,,,,
Turkiye,2014,,,424700.012207031,,,,,
Turkiye,2013,,,399450.012207031,,,,,
Turkiye,2012,,,408589.996337891,,,,,
Turkiye,2011,,,393040.008544922,,,,,
Turkiye,2010,,,370450.012207031,,,,,
Turkiye,2009,,,360459.991455078,,,,,
Turkiye,2008,,,357380.004882813,,,,,
Turkiye,2007,,,360250.0,,,,,
Turkiye,2006,,,330640.014648438,,,,,
Turkiye,2005,,,301420.013427734,,,,,
Turkiye,2004,,,288959.991455078,,,,,
Turkiye,2003,,,282950.012207031,,,,,
Turkiye,2002,,,271450.012207031,,,,,
Turkiye,2001,,,261179.992675781,,,,,
Turkiye,2000,,,283079.986572266,,,,,
Turkiye,1999,,,259130.004882813,,,,,
Turkiye,1998,,,259250.0,,,,,
Turkiye,1997,,,258029.998779297,,,,,
Turkiye,1996,,,249039.993286133,,,,,
Turkiye,1995,,,231330.001831055,,,,,
Turkiye,1994,,,216830.001831055,,,,,
Turkiye,1993,,,221669.998168945,,,,,
Turkiye,1992,,,215380.004882813,,,,,
Turkiye,1991,,,207889.999389648,,,,,
Turkiye,1990,,,205440.0,,,,,
United States,2020,,,,,,,,
United States,2019,,,6001209.9609375,,,,,
United States,2018,,,6121629.8828125,,,,,
United States,2017,,,5918759.765625,,,,,
United States,2016,,,5974200.1953125,,,,,
United States,2015,,,6082160.15625,,,,,
United States,2014,,,6197430.17578125,,,,,
United States,2013,,,6152160.15625,,,,,
United States,2012,,,6011120.1171875,,,,,
United States,2011,,,6229600.09765625,,,,,
United States,2010,,,6427129.8828125,,,,,
United States,2009,,,6158399.90234375,,,,,
United States,2008,,,6583850.09765625,,,,,
United States,2007,,,6767470.21484375,,,,,
United States,2006,,,6660819.82421875,,,,,
United States,2005,,,6752839.84375,,,,,
United States,2004,,,6732259.765625,,,,,
United States,2003,,,6645609.86328125,,,,,
United States,2002,,,6582640.13671875,,,,,
United States,2001,,,6736029.78515625,,,,,
United States,2000,,,6787479.98046875,,,,,
United States,1999,,,6625279.78515625,,,,,
United States,1998,,,6624450.1953125,,,,,
United States,1997,,,6578049.8046875,,,,,
United States,1996,,,6316450.1953125,,,,,
United States,1995,,,6146509.765625,,,,,
United States,1994,,,6078520.01953125,,,,,
United States,1993,,,5984359.86328125,,,,,
United States,1992,,,5872939.94140625,,,,,
United States,1991,,,5788890.13671875,,,,,
United States,1990,,,5834140.0,,,,,
Brazil,2020,,,,,,,,
Brazil,2019,,,,,,,,
Brazil,2018,,,,,,,,
Brazil,2017,,,,2.91413407542935,,,,
Brazil,2016,,,,,,,,
Brazil,2015,,,,,,,,
Brazil,2014,,,,,,,,
Brazil,2013,,,,,,,,
Brazil,2012,,,,,,,,
Brazil,2011,,,,,,,,
Brazil,2010,,,,,,,,
Brazil,2009,,,,,,,,
Brazil,2008,,,,,,,,
Brazil,2007,,,,,,,,
Brazil,2006,,,,1.94539442937572,,,,
Brazil,2005,,,,,,,,
Brazil,2004,,,,,,,,
Brazil,2003,,,,,,,,
Brazil,2002,,,,,,,,
Brazil,2001,,,,,,,,
Brazil,2000,,,,,,,,
Brazil,1999,,,,,,,,
Brazil,1998,,,,,,,,
Brazil,1997,,,,,,,,
Brazil,1996,,,,,,,,
Brazil,1995,,,,,,,,
Brazil,1994,,,,,,,,
Brazil,1993,,,,,,,,
Brazil,1992,,,,,,,,
Brazil,1991,,,,,,,,
Brazil,1990,,,,,,,,
China,2020,,,,,,,,
China,2019,,,,,,,,
China,2018,,,,,,,,
China,2017,,,,,,,,
China,2016,,,,,,,,
China,2015,,,,,,,,
China,2014,,,,,,,,
China,2013,,,,,,,,
China,2012,,,,,,,,
China,2011,,,,,,,,
China,2010,,,,,,,,
China,2009,,,,,,,,
China,2008,,,,,,,,
China,2007,,,,,,,,
China,2006,,,,,,,,
China,2005,,,,,,,,
China,2004,,,,,,,,
China,2003,,,,,,,,
China,2002,,,,,,,,
China,2001,,,,,,,,
China,2000,,,,,,,,
China,1999,,,,,,,,
China,1998,,,,,,,,
China,1997,,,,,,,,
China,1996,,,,,,,,
China,1995,,,,,,,,
China,1994,,,,,,,,
China,1993,,,,,,,,
China,1992,,,,,,,,
China,1991,,,,,,,,
China,1990,,,,,,,,
Germany,2020,,,,3.05212413377523,,,,
Germany,2019,,,,,,,,
Germany,2018,,,,,,,,
Germany,2017,,,,,,,,
Germany,2016,,,,2.71204754186926,,,,
Germany,2015,,,,,,,,
Germany,2014,,,,,,,,
Germany,2013,,,,2.1896149008804,,,,
Germany,2012,,,,,,,,
Germany,2011,,,,,,,,
Germany,2010,,,,,,,,
Germany,2009,,,,2.20893047494966,,,,
Germany,2008,,,,,,,,
Germany,2007,,,,,,,,
Germany,2006,,,,1.38439749793462,,,,
Germany,2005,,,,,,,,
Germany,2004,,,,,,,,
Germany,2003,,,,,,,,
Germany,2002,,,,,,,,
Germany,2001,,,,,,,,
Germany,2000,,,,,,,,
Germany,1999,,,,,,,,
Germany,1998,,,,,,,,
Germany,1997,,,,,,,,
Germany,1996,,,,,,,,
Germany,1995,,,,,,,,
Germany,1994,,,,,,,,
Germany,1993,,,,,,,,
Germany,1992,,,,,,,,
Germany,1991,,,,,,,,
Germany,1990,,,,,,,,
France,2020,,,,,,,,
France,2019,,,,,,,,
France,2018,,,,,,,,
France,2017,,,,,,,,
France,2016,,,,,,,,
France,2015,,,,,,,,
France,2014,,,,,,,,
France,2013,,,,4.94757365232834,,,,
France,2012,,,,,,,,
France,2011,,,,,,,,
France,2010,,,,5.47460269719943,,,,
France,2009,,,,,,,,
France,2008,,,,,,,,
France,2007,,,,5.17597351238269,,,,
France,2006,,,,,,,,
France,2005,,,,5.77195274647504,,,,
France,2004,,,,,,,,
France,2003,,,,,,,,
France,2002,,,,,,,,
France,2001,,,,,,,,
France,2000,,,,,,,,
France,1999,,,,,,,,
France,1998,,,,,,,,
France,1997,,,,,,,,
France,1996,,,,,,,,
France,1995,,,,,,,,
France,1994,,,,,,,,
France,1993,,,,,,,,
France,1992,,,,,,,,
France,1991,,,,,,,,
France,1990,,,,,,,,
Japan,2020,,,,,,,,
Japan,2019,,,,,,,,
Japan,2018,,,,,,,,
Japan,2017,,,,,,,,
Japan,2016,,,,,,,,
Japan,2015,,,,,,,,
Japan,2014,,,,34.8162903939796,,,,
Japan,2013,,,,35.1917144116351,,,,
Japan,2012,,,,34.7109254781271,,,,
Japan,2011,,,,34.5099758824819,,,,
Japan,2010,,,,35.3799259743087,,,,
Japan,2009,,,,35.170318941202,,,,
Japan,2008,,,,35.0907519446845,,,,
Japan,2007,,,,35.8924731182796,,,,
Japan,2006,,,,36.0522372083066,,,,
Japan,2005,,,,36.2745098039216,,,,
Japan,2004,,,,35.9991514637251,,,,
Japan,2003,,,,35.0506756756757,,,,
Japan,2002,,,,35.3348729792148,,,,
Japan,2001,,,,35.468391404131,,,,
Japan,2000,,,,,,,,
Japan,1999,,,,,,,,
Japan,1998,,,,,,,,
Japan,1997,,,,,,,,
Japan,1996,,,,,,,,
Japan,1995,,,,,,,,
Japan,1994,,,,,,,,
Japan,1993,,,,,,,,
Japan,1992,,,,,,,,
Japan,1991,,,,,,,,
Japan,1990,,,,,,,,
Sri Lanka,2020,,,,,,,,
Sri Lanka,2019,,,,,,,,
Sri Lanka,2018,,,,,,,,
Sri Lanka,2017,,,,,,,,
Sri Lanka,2016,,,,,,,,
Sri Lanka,2015,,,,,,,,
Sri Lanka,2014,,,,,,,,
Sri Lanka,2013,,,,,,,,
Sri Lanka,2012,,,,,,,,
Sri Lanka,2011,,,,,,,,
Sri Lanka,2010,,,,,,,,
Sri Lanka,2009,,,,,,,,
Sri Lanka,2008,,,,,,,,
Sri Lanka,2007,,,,,,,,
Sri Lanka,2006,,,,,,,,
Sri Lanka,2005,,,,,,,,
Sri Lanka,2004,,,,,,,,
Sri Lanka,2003,,,,,,,,
Sri Lanka,2002,,,,,,,,
Sri Lanka,2001,,,,,,,,
Sri Lanka,2000,,,,,,,,
Sri Lanka,1999,,,,,,,,
Sri Lanka,1998,,,,,,,,
Sri Lanka,1997,,,,,,,,
Sri Lanka,1996,,,,,,,,
Sri Lanka,1995,,,,,,,,
Sri Lanka,1994,,,,,,,,
Sri Lanka,1993,,,,,,,,
Sri Lanka,1992,,,,,,,,
Sri Lanka,1991,,,,,,,,
Sri Lanka,1990,,,,,,,,
Mexico,2020,,,,6.24060614795446,,,,
Mexico,2019,,,,6.28056520924812,,,,
Mexico,2018,,,,,,,,
Mexico,2017,,,,,,,,
Mexico,2016,,,,,,,,
Mexico,2015,,,,,,,,
Mexico,2014,,,,5.94341151213189,,,,
Mexico,2013,,,,5.82393502603381,,,,
Mexico,2012,,,,5.69185768863419,,,,
Mexico,2011,,,,6.38459564556562,,,,
Mexico,2010,,,,5.80903081320538,,,,
Mexico,2009,,,,5.4790518299215,,,,
Mexico,2008,,,,5.43079676841952,,,,
Mexico,2007,,,,4.97750702905342,,,,
Mexico,2006,,,,5.06709205217228,,,,
Mexico,2005,,,,5.05489349723187,,,,
Mexico,2004,,,,1.95270714084639,,,,
Mexico,2003,,,,1.90708587517597,,,,
Mexico,2002,,,,,,,,
Mexico,2001,,,,,,,,
Mexico,2000,,,,,,,,
Mexico,1999,,,,,,,,
Mexico,1998,,,,,,,,
Mexico,1997,,,,,,,,
Mexico,1996,,,,,,,,
Mexico,1995,,,,,,,,
Mexico,1994,,,,,,,,
Mexico,1993,,,,,,,,
Mexico,1992,,,,,,,,
Mexico,1991,,,,,,,,
Mexico,1990,,,,,,,,
Netherlands,2020,,,,,,,,
Netherlands,2019,,,,16.3419198590929,,,,
Netherlands,2018,,,,14.006586169045,,,,
Netherlands,2017,,,,,,,,
Netherlands,2016,,,,11.0743801652893,,,,
Netherlands,2015,,,,,,,,
Netherlands,2014,,,,,,,,
Netherlands,2013,,,,5.50985061701667,,,,
Netherlands,2012,,,,,,,,
Netherlands,2011,,,,,,,,
Netherlands,2010,,,,7.31720343961972,,,,
Netherlands,2009,,,,,,,,
Netherlands,2008,,,,,,,,
Netherlands,2007,,,,10.5516088591726,,,,
Netherlands,2006,,,,,,,,
